,numero_empleado,desvinculado,genero,edad,año_nacimiento,estado_civil,nivel_estudios,campo_estudios,frecuencia_viaje,distancia_domicilio,teletrabajo,tipo_jornada,formaciones_ultimo_año,trabajos_anteriores,años_en_activo,antigüedad_empresa,años_ultimo_ascenso,años_mismo_responsable,departamento,categoria,puesto,horas_extras,evaluacion_desempeño,tarifa_hora,tarifa_diaria,tarifa_mensual,ingreso_mensual,%_incremento_salarial,acceso_acciones_empresa,nivel_compromiso,nivel_satisfaccion_global,nivel_satisfaccion_trabajo,nivel_satisfaccion_relaciones,nivel_satisfaccion_conciliacion
299,376,Yes,male,47,1976,married,4,Life Sciences,non travel,16,yes,full time,2,1,11,10,9,9,sin asignar,3,manager,No,3,88.0,666.0,10268.0,4859.0,12,1,3,1,2,4,2
300,381,No,female,35,1988,divorced,3,Life Sciences,non travel,35,no,full time,6,7,10,7,6,2,sin asignar,3,manager,No,3,71.0,1315.0,19100.0,4859.0,18,1,4,2,2,2,2
301,388,No,male,29,1994,single,2,ns/nc,travel frequently,3,yes,full time,3,1,11,10,0,9,sin asignar,2,sales executive,No,3,44.0,442.0,20260.0,4859.0,18,0,3,2,4,1,3
302,389,No,male,55,1968,married,2,Technical Degree,travel rarely,32,yes,full time,4,3,12,10,0,8,research & development,2,laboratory technician,No,3,37.0,147.0,15972.0,4859.0,19,1,3,2,4,4,3
303,401,Yes,male,26,1997,single,4,ns/nc,travel rarely,72,yes,full time,0,1,11,8,7,4,sin asignar,2,sales executive,No,3,48.0,950.0,8450.0,5828.0,12,0,2,4,4,2,3
304,416,No,male,31,1992,ns/nc,3,Technical Degree,travel rarely,11,yes,full time,3,4,10,8,7,7,sin asignar,2,sales executive,No,3,100.0,218.0,12241.0,4859.0,11,1,4,2,4,2,2
305,430,No,female,43,1980,ns/nc,4,Life Sciences,travel frequently,16,yes,full time,5,0,11,8,1,7,sin asignar,1,laboratory technician,No,3,33.0,0.0,10675.0,2455.0,19,0,3,3,4,1,3
306,438,No,male,31,1992,ns/nc,3,Marketing,travel rarely,20,yes,full time,3,4,13,7,1,7,sin asignar,2,sales executive,No,3,73.0,691.0,7143.0,4859.0,12,3,3,4,4,4,3
307,0,No,female,32,1991,single,4,Medical,non travel,3,yes,part time,0,7,11,7,0,7,sin asignar,2,research scientist,No,3,74.0,1018.0,10557.0,5055.0,16,0,4,1,4,3,2
308,446,No,male,33,1990,ns/nc,3,ns/nc,non travel,16,no,full time,6,3,11,7,0,1,sin asignar,2,sales executive,No,3,46.0,0.0,4317.0,4682.0,14,0,2,2,4,3,2
309,448,No,female,43,1980,divorced,4,Life Sciences,travel frequently,16,no,part time,3,1,9,9,0,0,research & development,2,laboratory technician,No,3,82.0,559.0,6227.0,5257.0,11,1,2,3,3,2,4
310,454,Yes,male,29,1994,ns/nc,4,ns/nc,travel rarely,12,no,full time,4,1,7,7,0,7,sin asignar,1,laboratory technician,No,3,77.0,318.0,4759.0,2119.0,11,0,1,2,1,4,2
311,458,No,female,27,1996,ns/nc,4,ns/nc,non travel,12,no,full time,3,1,8,8,0,7,sales,2,sales executive,No,3,56.0,1130.0,3415.0,4859.0,18,1,3,2,2,1,3
312,0,No,female,29,1994,divorced,1,ns/nc,travel rarely,16,no,full time,2,1,7,7,1,7,sin asignar,2,sales executive,Yes,3,39.0,144.0,11866.0,4859.0,14,2,2,4,2,1,3
313,0,No,male,37,1986,divorced,3,Medical,non travel,9,no,part time,2,4,13,7,6,7,sin asignar,2,research scientist,No,3,51.0,1319.0,17001.0,5974.0,13,2,4,3,1,1,3
314,476,No,male,26,1997,ns/nc,3,ns/nc,travel rarely,1,yes,part time,3,1,11,8,7,7,sin asignar,2,sales executive,No,3,57.0,933.0,20156.0,4859.0,17,1,3,3,3,2,3
315,483,No,female,40,1983,married,4,Life Sciences,travel rarely,16,yes,full time,3,3,11,7,1,7,sin asignar,1,laboratory technician,Yes,3,46.0,1171.0,22495.0,4859.0,13,1,4,4,3,3,3
316,488,Yes,male,41,1982,ns/nc,3,ns/nc,non travel,6,no,full time,5,1,8,8,7,7,sin asignar,2,sales executive,No,3,56.0,143.0,9558.0,4859.0,18,0,3,1,2,3,3
317,500,No,female,51,1972,ns/nc,2,ns/nc,travel rarely,22,yes,full time,2,4,18,7,0,7,sin asignar,2,sales executive,No,3,87.0,1178.0,14862.0,4859.0,11,1,3,3,4,3,2
318,0,No,female,37,1986,ns/nc,3,ns/nc,non travel,22,no,full time,2,1,11,18,12,17,sin asignar,1,laboratory technician,No,3,95.0,1107.0,26914.0,3034.0,12,1,3,4,1,3,2
319,0,No,female,56,1967,married,3,Life Sciences,non travel,9,yes,part time,0,9,36,7,7,7,sin asignar,4,sales executive,No,3,86.0,906.0,18256.0,13212.0,11,3,4,3,1,4,2
320,534,No,male,41,1982,married,3,Marketing,travel rarely,1,yes,part time,2,1,10,10,0,7,sales,3,sales executive,No,3,49.0,645.0,19566.0,8392.0,16,1,4,2,1,3,3
321,0,No,female,46,1977,ns/nc,3,Medical,non travel,28,no,full time,5,2,19,10,0,8,sin asignar,2,manufacturing director,No,3,87.0,1485.0,26314.0,4859.0,14,1,3,3,3,3,2
322,0,No,female,30,1993,single,3,ns/nc,non travel,3,no,part time,2,0,12,11,6,7,sin asignar,1,laboratory technician,No,3,49.0,1116.0,7181.0,4859.0,14,0,3,3,4,3,2
323,586,No,male,35,1988,ns/nc,3,Life Sciences,travel rarely,25,no,full time,2,4,10,8,0,0,sin asignar,3,healthcare representative,Yes,3,72.0,1276.0,14295.0,4859.0,12,0,3,4,3,3,3
324,595,No,female,48,1975,married,5,ns/nc,travel rarely,3,yes,full time,2,2,14,9,6,7,sin asignar,2,sales executive,No,3,37.0,163.0,19658.0,4051.0,14,1,3,2,4,1,3
325,0,No,male,45,1978,ns/nc,3,Other,travel rarely,3,yes,full time,3,0,11,8,3,7,sin asignar,2,sales executive,No,3,61.0,561.0,16177.0,4805.0,19,1,3,4,2,2,4
326,608,Yes,female,26,1997,ns/nc,4,Life Sciences,travel frequently,27,yes,part time,2,0,8,7,1,0,sin asignar,1,human resources,Yes,3,58.0,426.0,22808.0,2741.0,11,1,3,2,3,2,3
327,616,No,female,41,1982,single,4,Other,non travel,3,yes,part time,3,2,10,8,0,7,sin asignar,2,healthcare representative,Yes,3,62.0,509.0,2112.0,4859.0,17,0,2,1,3,1,3
328,621,No,male,34,1989,single,4,ns/nc,non travel,33,yes,part time,3,1,10,10,5,7,sin asignar,2,sales executive,No,3,74.0,258.0,19921.0,5337.0,12,0,4,4,4,4,3
329,653,No,male,31,1992,divorced,4,Medical,travel rarely,9,yes,full time,4,4,13,7,5,7,sin asignar,2,sales executive,No,4,66.0,525.0,6219.0,4859.0,22,2,4,1,4,4,4
330,663,No,male,43,1980,divorced,5,ns/nc,travel frequently,14,no,full time,3,3,10,8,4,7,sin asignar,2,laboratory technician,No,3,72.0,0.0,19627.0,4859.0,13,1,3,4,3,2,3
331,682,No,female,53,1970,single,1,ns/nc,non travel,1,no,full time,2,7,18,14,8,10,sales,2,sales executive,No,4,34.0,238.0,7507.0,4859.0,20,0,3,4,1,4,4
332,0,No,male,37,1986,married,3,Other,travel rarely,4,yes,part time,2,1,11,10,7,8,sin asignar,3,manufacturing director,No,3,36.0,482.0,9606.0,9434.0,15,1,3,3,3,3,3
333,0,No,male,54,1969,ns/nc,4,ns/nc,non travel,30,yes,part time,1,2,16,9,7,1,sin asignar,3,human resources,No,3,88.0,397.0,6729.0,4859.0,15,1,3,3,2,3,4
334,0,No,female,38,1985,ns/nc,4,Marketing,travel rarely,11,yes,full time,2,0,11,7,0,5,sales,2,sales executive,No,3,46.0,243.0,7791.0,4859.0,20,0,2,4,4,1,3
335,710,No,male,29,1994,divorced,4,Life Sciences,non travel,1,yes,full time,5,1,10,10,2,8,research & development,1,research scientist,No,3,76.0,806.0,18959.0,4859.0,18,1,1,2,4,4,3
336,717,No,female,34,1989,ns/nc,3,Medical,non travel,14,no,full time,3,1,9,8,7,7,sin asignar,3,healthcare representative,No,3,46.0,1442.0,17654.0,4859.0,14,0,2,4,2,2,4
337,721,No,female,39,1984,single,4,Technical Degree,non travel,3,no,full time,4,1,20,20,11,10,sin asignar,2,healthcare representative,No,3,80.0,408.0,20978.0,4859.0,11,0,2,4,3,1,3
338,722,No,male,32,1991,ns/nc,3,Marketing,non travel,16,yes,full time,2,1,10,10,0,8,sin asignar,2,sales executive,No,3,55.0,929.0,21703.0,5396.0,12,0,3,4,4,4,2
339,724,No,female,38,1985,ns/nc,4,Life Sciences,travel rarely,1,yes,full time,4,0,10,9,1,8,sin asignar,2,healthcare representative,No,3,33.0,827.0,19383.0,4859.0,13,0,4,2,4,3,3
340,725,No,female,27,1996,married,2,Life Sciences,travel rarely,1,no,full time,3,1,9,9,0,7,sin asignar,3,manufacturing director,No,3,0.0,0.0,6009.0,4859.0,11,0,3,3,1,4,3
341,0,No,female,32,1991,single,2,Life Sciences,travel rarely,4,no,full time,6,3,10,7,7,7,sin asignar,3,research director,No,3,39.0,1018.0,19373.0,11159.0,15,0,3,3,4,4,3
342,728,No,male,47,1976,single,4,Marketing,non travel,56,no,full time,2,2,20,7,1,7,sin asignar,2,sales executive,No,3,42.0,703.0,11825.0,4960.0,12,0,3,4,1,4,3
343,733,No,male,27,1996,ns/nc,2,ns/nc,travel frequently,16,yes,full time,4,1,9,9,1,7,sin asignar,3,manufacturing director,No,4,32.0,294.0,4809.0,8793.0,21,2,3,4,1,3,2
344,734,No,male,41,1982,ns/nc,3,ns/nc,non travel,1,no,part time,3,1,22,22,2,10,sin asignar,5,manager,No,3,59.0,314.0,19562.0,19189.0,12,1,2,4,3,2,3
345,0,Yes,female,28,1995,ns/nc,2,ns/nc,non travel,56,yes,part time,4,7,10,7,3,7,research & development,1,research scientist,Yes,3,67.0,654.0,3872.0,2216.0,13,0,1,3,2,4,3
346,742,No,female,36,1987,married,3,ns/nc,non travel,12,no,part time,2,9,10,8,0,5,research & development,3,research director,No,3,63.0,427.0,20335.0,11713.0,14,1,4,1,1,1,3
347,747,No,male,30,1993,divorced,5,Marketing,non travel,43,yes,part time,2,7,10,8,7,7,sin asignar,2,sales executive,No,3,99.0,501.0,25275.0,5304.0,23,1,3,3,4,4,2
348,762,No,male,56,1967,married,3,ns/nc,travel rarely,14,no,full time,1,7,30,10,1,1,sin asignar,4,healthcare representative,No,3,81.0,0.0,20420.0,11103.0,11,0,3,3,4,3,2
349,783,No,male,45,1978,single,2,ns/nc,travel rarely,3,yes,full time,3,0,9,8,3,1,sin asignar,2,sales representative,No,3,46.0,954.0,12388.0,6632.0,13,0,1,2,3,1,3
350,789,No,male,36,1987,single,4,ns/nc,non travel,12,no,part time,1,1,10,10,0,9,sin asignar,3,sales executive,No,3,76.0,1434.0,14229.0,7587.0,15,0,2,1,1,2,3
351,793,No,female,29,1994,married,3,Medical,non travel,43,yes,full time,3,4,11,8,1,1,sin asignar,2,healthcare representative,No,3,66.0,657.0,25549.0,4335.0,12,1,3,2,3,1,2
352,803,No,female,38,1985,single,4,Life Sciences,non travel,3,yes,full time,2,6,17,15,4,12,sin asignar,2,manufacturing director,No,3,75.0,240.0,26085.0,5980.0,12,0,4,1,1,4,3
353,0,No,female,40,1983,ns/nc,2,Medical,non travel,20,yes,full time,2,1,8,8,3,7,sin asignar,2,healthcare representative,No,4,38.0,791.0,9931.0,4244.0,24,1,4,1,2,4,3
354,809,No,male,42,1981,ns/nc,3,ns/nc,travel frequently,12,yes,full time,4,1,24,24,14,9,sin asignar,5,manager,No,3,66.0,570.0,16225.0,4859.0,13,1,3,2,4,2,2
355,823,No,female,36,1987,ns/nc,3,Other,travel rarely,1,no,full time,2,0,11,9,0,5,sin asignar,2,manufacturing director,No,3,35.0,676.0,23361.0,5228.0,15,1,3,3,2,1,3
356,0,No,male,29,1994,married,2,ns/nc,travel rarely,37,yes,full time,3,1,10,10,0,7,sin asignar,1,research scientist,No,4,81.0,0.0,23779.0,2700.0,24,1,4,3,3,3,3
357,842,Yes,male,55,1968,single,1,Medical,non travel,3,no,part time,3,4,11,9,7,3,sin asignar,2,sales executive,No,3,37.0,436.0,21519.0,4859.0,16,0,3,3,4,3,2
358,0,No,female,28,1995,ns/nc,4,ns/nc,non travel,3,yes,full time,2,1,8,8,7,5,sales,2,sales executive,No,4,81.0,760.0,3698.0,4859.0,20,0,3,2,2,1,3
359,0,Yes,female,26,1997,married,2,Medical,non travel,8,yes,full time,2,1,8,8,1,7,sin asignar,1,research scientist,No,3,88.0,0.0,20898.0,2366.0,14,1,2,3,3,1,3
360,913,No,male,44,1979,ns/nc,2,ns/nc,non travel,14,yes,part time,0,1,8,8,7,1,sin asignar,1,research scientist,Yes,3,61.0,661.0,7508.0,4859.0,13,0,3,2,1,4,3
361,927,Yes,female,41,1982,divorced,4,Life Sciences,non travel,3,yes,part time,1,4,11,7,1,0,research & development,1,laboratory technician,Yes,3,57.0,1085.0,17725.0,4859.0,13,1,1,2,4,3,2
362,941,No,male,31,1992,ns/nc,4,ns/nc,travel rarely,11,no,part time,2,3,11,7,5,2,sin asignar,1,sales representative,No,3,41.0,154.0,11737.0,2329.0,15,0,2,2,3,2,4
363,956,No,male,26,1997,ns/nc,3,Medical,travel frequently,45,yes,full time,2,1,11,7,0,7,sales,2,sales executive,No,3,52.0,1283.0,11148.0,4294.0,12,0,2,2,1,2,3
364,0,No,female,31,1992,ns/nc,3,Medical,non travel,19,no,full time,2,0,10,9,8,5,sin asignar,2,healthcare representative,No,3,41.0,616.0,17369.0,4859.0,11,2,3,4,4,3,1
365,966,No,female,32,1991,married,4,Medical,non travel,4,no,full time,2,1,8,8,6,3,sin asignar,2,manufacturing director,No,3,93.0,498.0,13554.0,6725.0,12,1,3,3,1,3,4
366,967,Yes,male,36,1987,married,1,Life Sciences,travel rarely,4,no,full time,6,1,11,16,3,7,sin asignar,3,sales executive,No,3,51.0,530.0,5518.0,10325.0,11,1,2,3,4,1,3
367,972,No,male,45,1978,ns/nc,2,ns/nc,non travel,75,yes,full time,5,1,11,9,0,8,sin asignar,2,laboratory technician,No,3,57.0,805.0,23163.0,4447.0,12,0,3,4,2,2,2
368,0,No,male,39,1984,single,5,ns/nc,travel rarely,3,no,full time,3,0,9,8,0,7,sin asignar,3,sales executive,No,3,41.0,903.0,2560.0,4859.0,18,0,4,1,3,4,3
369,990,No,male,36,1987,divorced,4,Technical Degree,non travel,12,yes,full time,3,4,12,7,0,7,sin asignar,2,sales executive,No,3,84.0,1229.0,25952.0,4859.0,13,2,3,1,4,4,3
370,0,No,male,46,1977,ns/nc,2,Medical,non travel,11,no,full time,3,6,11,8,0,7,sin asignar,3,manufacturing director,No,3,0.0,566.0,24208.0,10845.0,13,1,3,4,3,2,3
371,1013,No,female,54,1969,ns/nc,3,Technical Degree,travel rarely,27,yes,part time,2,8,22,10,0,8,sin asignar,3,manufacturing director,No,3,56.0,1441.0,13943.0,4859.0,11,1,3,3,3,3,3
372,1015,No,female,30,1993,ns/nc,2,ns/nc,travel rarely,12,yes,full time,4,0,11,8,1,7,sin asignar,3,research director,Yes,3,73.0,153.0,17802.0,4859.0,12,3,4,2,1,3,2
373,1018,No,male,26,1997,married,2,Medical,non travel,3,no,full time,2,1,11,8,1,3,sin asignar,2,manufacturing director,No,3,32.0,1066.0,3334.0,5472.0,12,0,4,4,4,2,3
374,1034,No,male,55,1968,married,4,Medical,travel frequently,28,yes,part time,3,3,11,8,6,7,sin asignar,2,healthcare representative,No,3,62.0,135.0,12992.0,6385.0,14,2,3,3,2,4,3
375,0,No,female,50,1973,married,3,Life Sciences,non travel,1,yes,full time,3,0,11,18,0,13,sales,2,sales executive,No,3,95.0,145.0,24920.0,6347.0,12,1,3,4,3,1,3
376,1046,No,female,32,1991,single,4,ns/nc,non travel,46,yes,full time,2,9,10,8,7,7,sin asignar,1,laboratory technician,No,3,69.0,1109.0,11135.0,4859.0,12,0,3,4,3,2,3
377,1050,No,female,53,1970,ns/nc,3,Marketing,travel frequently,3,yes,full time,2,2,30,15,6,12,sin asignar,3,sales executive,No,3,38.0,124.0,23537.0,7525.0,12,1,2,3,2,1,3
378,0,No,male,40,1983,married,3,ns/nc,travel rarely,41,no,part time,3,1,8,7,7,5,sin asignar,2,sales executive,No,3,74.0,300.0,22217.0,4859.0,14,1,3,3,1,2,2
379,1074,No,male,55,1968,single,1,ns/nc,non travel,3,yes,full time,3,7,11,9,6,2,sin asignar,4,manager,No,3,40.0,444.0,17323.0,4859.0,15,0,2,3,1,2,4
380,1082,Yes,male,28,1995,single,2,ns/nc,non travel,38,no,full time,2,1,10,10,1,9,sin asignar,3,healthcare representative,No,3,72.0,1366.0,12355.0,4859.0,12,0,2,2,1,1,2
381,1097,No,female,28,1995,single,3,Other,travel rarely,16,yes,part time,4,3,11,8,1,7,sin asignar,2,research scientist,No,3,59.0,857.0,7909.0,3660.0,13,0,3,3,3,4,4
382,1100,Yes,male,35,1988,ns/nc,3,Technical Degree,non travel,6,yes,part time,2,0,9,8,4,7,sin asignar,3,sales executive,No,4,86.0,1204.0,10333.0,4859.0,22,0,3,4,1,1,3
383,1101,Yes,female,33,1990,single,4,Medical,travel frequently,57,yes,full time,4,1,14,13,3,8,research & development,2,research scientist,No,4,54.0,827.0,3129.0,4859.0,22,0,2,3,3,2,3
384,1106,Yes,male,25,1998,married,1,Technical Degree,non travel,6,yes,full time,3,1,7,7,5,6,research & development,1,laboratory technician,No,3,32.0,1219.0,4605.0,4859.0,15,1,3,4,4,2,4
385,1119,No,male,38,1985,ns/nc,4,ns/nc,non travel,16,yes,full time,2,0,9,8,2,7,sales,3,sales executive,Yes,3,0.0,770.0,5569.0,8740.0,14,2,2,3,3,2,3
386,0,No,female,28,1995,ns/nc,3,ns/nc,non travel,19,yes,part time,3,0,11,9,1,7,sin asignar,3,manufacturing director,No,3,93.0,950.0,8039.0,4859.0,17,3,3,1,2,2,2
387,1126,No,female,43,1980,married,3,Life Sciences,travel frequently,43,no,full time,1,8,18,8,0,1,sin asignar,3,manufacturing director,No,3,83.0,1082.0,11535.0,4859.0,11,1,3,3,1,3,3
388,0,Yes,male,39,1984,ns/nc,3,Life Sciences,travel frequently,3,no,full time,4,7,21,18,11,5,research & development,4,healthcare representative,No,3,84.0,203.0,13547.0,4859.0,11,3,3,1,4,4,3
389,1128,No,male,40,1983,ns/nc,3,ns/nc,travel rarely,22,yes,part time,2,1,11,20,4,9,sin asignar,5,research director,No,3,44.0,1308.0,17544.0,4859.0,14,0,2,3,3,1,3
390,0,No,male,29,1994,married,1,Medical,travel rarely,12,yes,part time,2,1,10,10,1,2,sin asignar,2,manufacturing director,No,3,79.0,718.0,17689.0,4859.0,15,1,2,2,4,3,2
391,0,No,female,40,1983,ns/nc,4,ns/nc,non travel,51,no,full time,3,9,20,18,2,13,sin asignar,3,research director,No,3,88.0,593.0,13782.0,13499.0,17,0,3,2,3,3,2
392,1177,No,male,26,1997,ns/nc,4,ns/nc,travel rarely,4,yes,full time,2,1,8,8,0,7,sin asignar,1,laboratory technician,No,4,82.0,1384.0,13421.0,4859.0,22,1,4,1,4,2,3
393,1182,No,male,35,1988,divorced,3,ns/nc,travel rarely,3,yes,part time,2,2,15,7,6,4,sin asignar,3,manufacturing director,No,3,44.0,819.0,19588.0,4859.0,18,1,2,3,2,2,4
394,1201,No,female,53,1970,divorced,2,Medical,non travel,11,no,full time,6,3,26,7,4,7,research & development,5,manager,No,3,50.0,1223.0,18640.0,4859.0,18,1,3,4,3,2,3
395,1218,No,male,35,1988,ns/nc,4,Life Sciences,non travel,27,yes,full time,2,3,15,7,1,7,sin asignar,2,sales executive,No,3,94.0,1361.0,21026.0,4859.0,15,3,3,3,1,4,3
396,1220,No,female,33,1990,ns/nc,3,Medical,non travel,40,yes,full time,3,1,11,10,0,1,sin asignar,2,sales executive,No,3,0.0,1146.0,4905.0,4859.0,12,1,3,2,3,1,2
397,0,No,male,36,1987,divorced,4,Life Sciences,non travel,9,yes,full time,4,1,11,7,1,7,research & development,1,laboratory technician,No,3,60.0,0.0,6865.0,4859.0,14,1,1,3,3,3,3
398,1224,No,male,30,1993,divorced,4,Life Sciences,travel rarely,11,yes,full time,4,1,11,10,8,9,sin asignar,2,laboratory technician,No,3,49.0,853.0,11309.0,3491.0,13,3,3,3,3,1,2
399,0,No,male,60,1963,divorced,4,ns/nc,non travel,46,yes,full time,3,0,12,11,1,9,sin asignar,2,sales executive,No,3,52.0,0.0,10893.0,5220.0,18,1,4,2,4,2,3
400,1235,No,female,32,1991,single,2,Life Sciences,non travel,3,no,full time,2,4,10,8,0,7,sin asignar,2,research scientist,Yes,3,38.0,1316.0,2338.0,4859.0,14,0,3,4,3,4,3
401,1237,No,female,36,1987,divorced,3,Technical Degree,non travel,1,yes,full time,2,2,17,7,7,7,sin asignar,3,manufacturing director,Yes,4,0.0,363.0,4235.0,10252.0,21,1,1,3,1,3,3
402,0,No,male,27,1996,ns/nc,3,ns/nc,travel rarely,22,yes,part time,3,1,11,9,6,8,sin asignar,1,research scientist,No,3,42.0,1103.0,14377.0,4859.0,14,2,3,1,1,4,2
403,1255,No,male,43,1980,ns/nc,3,Life Sciences,non travel,4,yes,part time,2,3,11,8,0,7,research & development,5,research director,No,3,96.0,920.0,18625.0,19740.0,14,1,1,3,4,2,3
404,1264,No,female,29,1994,divorced,3,ns/nc,travel rarely,1,yes,full time,2,3,9,7,1,7,sin asignar,4,research director,No,3,0.0,694.0,3423.0,4859.0,14,2,2,4,4,2,2
405,1283,No,male,59,1964,single,4,ns/nc,non travel,38,no,full time,6,6,11,9,5,4,sin asignar,3,manufacturing director,No,3,67.0,1429.0,20002.0,4859.0,12,0,3,2,4,4,2
406,1293,No,female,43,1980,single,4,Marketing,travel rarely,6,yes,full time,3,3,23,21,15,17,sin asignar,3,sales executive,No,3,56.0,531.0,20364.0,4859.0,14,0,2,4,4,4,4
407,1295,Yes,female,44,1979,married,3,Medical,travel rarely,24,yes,part time,2,1,11,10,0,5,sin asignar,3,healthcare representative,No,3,73.0,621.0,14075.0,4859.0,11,1,3,1,4,4,3
408,0,Yes,female,29,1994,divorced,3,Technical Degree,non travel,11,yes,full time,2,3,10,7,7,7,research & development,1,laboratory technician,Yes,3,39.0,806.0,17285.0,4859.0,13,2,3,2,3,1,3
409,0,No,male,32,1991,married,3,ns/nc,travel rarely,12,no,full time,4,1,11,10,0,8,sin asignar,2,sales executive,No,3,56.0,604.0,11693.0,6209.0,15,2,4,3,4,3,4
410,0,No,female,36,1987,married,4,Technical Degree,travel rarely,16,yes,full time,0,3,11,7,1,7,sin asignar,3,healthcare representative,No,3,63.0,325.0,5747.0,7094.0,12,0,3,4,3,1,3
411,0,Yes,male,52,1971,single,3,ns/nc,non travel,8,yes,full time,2,9,11,8,7,7,sales,3,sales executive,Yes,3,64.0,1030.0,21534.0,4859.0,19,0,3,2,2,3,2
412,1322,No,male,39,1984,single,2,ns/nc,travel rarely,53,yes,full time,6,0,11,8,1,7,sin asignar,2,manufacturing director,No,3,32.0,524.0,13352.0,4534.0,11,0,3,1,3,1,3
413,1344,No,male,34,1989,ns/nc,3,ns/nc,non travel,14,yes,part time,0,0,10,9,1,6,sin asignar,3,healthcare representative,No,3,86.0,943.0,5494.0,8500.0,11,1,3,4,4,4,2
414,1355,No,female,38,1985,ns/nc,2,Life Sciences,non travel,3,yes,full time,3,3,11,7,1,7,sin asignar,2,sales executive,No,3,31.0,1009.0,19461.0,4859.0,15,1,3,2,1,4,3
415,1362,No,female,36,1987,married,3,Marketing,travel frequently,19,yes,full time,2,2,11,15,6,13,sales,2,sales executive,No,3,83.0,607.0,2261.0,4639.0,16,1,4,1,1,4,2
416,1369,No,female,35,1988,ns/nc,3,ns/nc,non travel,1,no,part time,0,0,10,9,0,0,sin asignar,2,laboratory technician,No,3,60.0,817.0,10846.0,5363.0,12,1,2,4,4,2,3
417,0,Yes,male,55,1968,ns/nc,4,ns/nc,non travel,20,yes,part time,2,6,11,19,3,8,sin asignar,4,sales executive,No,3,85.0,0.0,9277.0,4859.0,17,0,4,1,3,3,2
418,1377,No,male,34,1989,ns/nc,3,ns/nc,non travel,46,no,full time,1,4,10,8,7,7,sin asignar,2,laboratory technician,No,3,86.0,0.0,17491.0,4859.0,13,2,3,2,3,1,3
419,1402,No,female,43,1980,single,3,Medical,non travel,9,no,full time,3,1,20,20,1,8,sin asignar,2,research scientist,Yes,3,73.0,930.0,20003.0,4081.0,14,0,2,1,3,1,1
420,1408,No,female,42,1981,married,3,Human Resources,travel rarely,16,no,part time,5,0,21,20,0,9,sin asignar,4,manager,No,3,31.0,1147.0,16616.0,4859.0,14,1,3,3,1,3,3
421,1417,No,male,26,1997,single,3,ns/nc,travel rarely,11,yes,full time,2,0,8,7,0,7,sin asignar,1,laboratory technician,No,3,100.0,652.0,23577.0,3578.0,12,0,4,3,1,4,3
422,1421,Yes,female,29,1994,single,1,Other,non travel,22,yes,full time,1,0,11,8,7,7,sin asignar,3,healthcare representative,Yes,3,84.0,337.0,22930.0,4859.0,12,0,3,3,4,1,3
423,1422,No,female,54,1969,ns/nc,3,ns/nc,non travel,1,no,full time,3,6,29,20,12,7,research & development,4,research director,No,3,54.0,971.0,5652.0,17328.0,19,0,3,4,4,4,2
424,1424,No,male,55,1968,divorced,4,ns/nc,non travel,1,yes,part time,4,2,31,7,0,0,sin asignar,4,research director,No,3,81.0,1136.0,12414.0,4859.0,13,2,4,2,4,4,4
425,0,No,male,40,1983,ns/nc,4,Other,non travel,14,yes,part time,2,3,11,8,0,7,sin asignar,2,laboratory technician,No,3,81.0,663.0,23099.0,4859.0,11,2,3,3,3,3,3
426,0,No,male,31,1992,divorced,2,ns/nc,non travel,12,yes,full time,5,1,13,13,9,9,sin asignar,3,sales executive,No,3,31.0,326.0,8386.0,10793.0,18,1,3,1,4,1,3
427,1457,Yes,male,46,1977,divorced,3,Marketing,non travel,14,yes,full time,1,4,28,7,4,3,sin asignar,3,sales executive,No,3,52.0,377.0,15986.0,4859.0,11,1,3,1,4,1,4
428,1460,No,male,45,1978,ns/nc,3,Medical,travel rarely,32,no,part time,2,2,11,7,0,7,sin asignar,3,healthcare representative,Yes,3,95.0,1038.0,19863.0,10851.0,18,1,1,2,1,2,3
429,1484,No,male,49,1974,divorced,4,Life Sciences,travel rarely,11,no,full time,3,3,29,8,0,7,sin asignar,3,healthcare representative,No,3,35.0,1490.0,20948.0,10466.0,14,2,3,3,2,2,3
430,1497,No,male,29,1994,ns/nc,3,ns/nc,travel rarely,30,yes,full time,3,1,10,10,0,4,sin asignar,2,sales executive,No,3,77.0,1246.0,23757.0,4859.0,14,2,2,3,3,3,3
431,1522,Yes,male,29,1994,single,4,Technical Degree,non travel,1,yes,full time,2,6,11,9,0,7,sin asignar,1,research scientist,No,3,100.0,224.0,7568.0,2362.0,13,0,2,1,1,3,1
432,1544,No,female,29,1994,ns/nc,1,Other,non travel,12,yes,full time,3,3,9,7,0,7,sin asignar,2,healthcare representative,No,3,39.0,441.0,7288.0,4859.0,13,1,1,3,1,3,3
433,0,No,male,40,1983,single,2,ns/nc,travel rarely,9,yes,part time,2,1,21,21,7,7,human resources,4,manager,Yes,4,38.0,898.0,17381.0,4859.0,21,0,3,3,4,4,3
434,0,No,female,48,1975,divorced,4,Life Sciences,non travel,25,yes,full time,2,8,18,8,7,7,sales,2,sales executive,No,3,96.0,0.0,13693.0,6439.0,14,1,3,3,3,3,3
435,1572,Yes,female,53,1970,married,5,ns/nc,non travel,3,yes,full time,4,0,11,33,1,9,sin asignar,3,manufacturing director,No,3,78.0,607.0,14618.0,4859.0,16,1,2,3,4,2,3
